Date,Contact Title,Contact Name,Contact Office,Contact Agency,Client,Client Location,Registrant,Description,Type,Employees mentioned,Affiliated Member CRP ID,Affiliated Member Bioguide ID,Source,Contact ID,Record ID
2010-05-25,with National Public Radio,Michael Sullivan,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152929,44648
2010-05-25,"Washington Correspondent, NPR",Corey Flintoff,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,141292,44649
2010-05-25,with Washington Post,Andrew Higgins,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152930,44650
2010-05-25,with Washington Post,Blaine Harden,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152931,44651
2010-05-25,with Globe and Mail,Mark MacKinnon,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152933,44652
2010-05-25,with ABC Australia,Zoe Daniels,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152932,44653
2010-05-25,with Times of London,Sian Powell,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152934,44654
2010-05-25,with The Independent,Andrew Buncombe,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152936,44655
2010-05-25,with The Guardian,Jonathan Steel,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152935,44656
2010-05-25,with BBC,Alastair Leithead,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152939,44657
2010-05-25,with The Guardian,Duncan McCargo,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152937,44658
2010-05-25,with BBC,Rachel Harey,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152938,44659
2010-05-25,with AFP,Thanaporn Promyamyai,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152942,44660
2010-05-25,with BBC,Chris Hogg,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152940,44661
2010-05-25,with AFP,Anusak Konglang,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152947,44662
2010-05-25,with Times of India,Chidanand Raighatta,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding the Thailand cabinet press release to the following publications and/or persons,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152943,44663
2010-05-25,U.S. Embassy,George Kent,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a meeting regarding Thai politics,phone,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152948,44664
2010-05-26,with New York Times,Seth Mydans,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152905,44665
2010-05-26,with New York Times,Thomas Fuller,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152906,44666
2010-05-26,with CNN,Dan Rivers,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152908,44667
2010-05-26,with CNN,Sara Sidner,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152907,44668
2010-05-26,,Khettiya Jittapong,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152910,44669
2010-05-26,,Ploy Ten Kate,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152909,44670
2010-05-26,,Bill Tarrant,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152911,44671
2010-05-26,,Ambika Ahuja,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152913,44672
2010-05-26,,Jerry Lampen,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152912,44673
2010-05-26,,Jason Szep,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152915,44674
2010-05-26,with Reuters,Panarat Thepgumpanat,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152914,44675
2010-05-26,with the Associated Press,Thanyarat Doksone,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152916,44676
2010-05-26,with the Associated Press,Fijay Joshi,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152917,44677
2010-05-26,with the Associated Press,Stephen Wright,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152919,44678
2010-05-26,with the Associated Press,Beth Duff-Brown,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152918,44679
2010-05-26,with the Associated Press,Denis D. Gray,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152920,44680
2010-05-26,with Bloomberg,Wendy Pugh,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152922,44681
2010-05-26,with Bloomberg,Supunnabul Suwannakij,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152921,44682
2010-05-26,with Time,Hannah Beech,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152924,44683
2010-05-26,with Time,Robert Horn,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152925,44684
2010-05-26,with Bloomberg,Daniel Ten Kate,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152923,44685
2010-05-26,Journalist Newsweek,Katie Paul,,Media,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,147503,44686
2010-05-26,with Wall Street Journal,Patrick Parta,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152926,44687
2010-05-26,"Foreign Policy Correspondent, New Republic",Joshua Kurlantzick,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,141310,44688
2010-05-26,with Wall Street Journal,Piyarat Setthasiriphaiboon,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152928,44689
2010-05-26,with Wall Street Journal,James Hookay,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152927,44690
2010-05-26,"Washington Correspondent, NPR",Corey Flintoff,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,141292,44691
2010-05-26,with National Public Radio,Michael Sullivan,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152929,44692
2010-05-26,with Washington Post,Andrew Higgins,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152930,44693
2010-05-26,with Washington Post,Blaine Harden,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152931,44694
2010-05-26,with ABC Australia,Zoe Daniels,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152932,44695
2010-05-26,with Globe and Mail,Mark MacKinnon,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152933,44696
2010-05-26,with Times of London,Sian Powell,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152934,44697
2010-05-26,with The Guardian,Jonathan Steel,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152935,44698
2010-05-26,with The Independent,Andrew Buncombe,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152936,44699
2010-05-26,with The Guardian,Duncan McCargo,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152937,44700
2010-05-26,with BBC,Alastair Leithead,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152939,44701
2010-05-26,with BBC,Chris Hogg,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152940,44702
2010-05-26,with BBC,Rachel Harey,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152938,44703
2010-05-26,with AFP,Thanaporn Promyamyai,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152942,44704
2010-05-26,with Times of India,Chidanand Raighatta,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152943,44705
2010-05-26,with AFP,Anusak Konglang,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.","regarding an advisory on the ""Together We Can"" street festival to the following publications and/or persons",email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152947,44706
2010-05-27,U.S. Embassy,George Kent,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding Thai politics,meeting,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152948,44707
2010-05-26,with New York Times,Rachel Harvey,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding her coverage,meeting,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152945,44708
2010-06-05,with Time,Robert Horn,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding his coverage,meeting,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152925,44709
2010-05-28,with Time,Robert Horn,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a correction,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152925,44710
2010-06-06,,Michael Yon,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding an interview with Prime Minister Abhist,email,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152949,44711
2010-06-07,Minority Staff of the Senate Foreign Relations Committee,Minority Staff of the Senate Foreign Relations Committee,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a meeting request for the Thai Envoy,other,"Mr. Gerard, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,159586,44712
2010-06-07,with Sen. Richard Lugar,Liz Barlett,Sen. Richard Lugar,Senate,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a meeting request for the Thai Envoy,email,"Mr. Gerard, ",N00001764,L000504,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152950,44713
2010-06-07,with the House Committee on Foreign Affairs,Jasmeet Ahuja,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding U.S./Thai relations,email,"Mr. Kauders, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152951,44714
2010-06-07,"Senior Foreign Policy Advisor, Office of Sen. Harry Reid (D-NV)",Jessica Lewis,Sen. Harry Reid,Senate,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding U.S./Thai relations,email,"Mr. Kauders, ",N00009922,R000146,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,140110,44715
2010-06-07,Senior Professional Staff Member (Republican) House Foreign Affairs Cte.,Dennis Halpin,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a meeting request for the Thai Envoy,email,"Ms. Lawrence, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,142048,44716
2010-06-07,"Legislative Assistant, Office of Sen. Barbara Boxer (D-CA)",Ann Norris,Sen. Barbara Boxer,Senate,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a meeting request for the Thai Envoy,email,"Ms. Lawrence, ",N00006692,B000711,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,140017,44717
2010-06-07,,Jason Steinbaum,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding a meeting request for the Thai Envoy,email,"Ms. Lawrence, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,143030,44718
2010-06-09,with the House Committee on Foreign Affairs,Jasmeet Ahuja,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding U.S./Thai relations,other,"Mr. Kauders, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152951,44719
2010-06-08,with the House Committee on Foreign Affairs,Jessica J. Lee,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding U.S./Thai relations,email,"Mr. Kauders, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152952,44720
2010-06-14,The New York Times,Carol Giacomo,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",,meeting,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,144327,44721
2010-06-14,Thai Trade Rep,Khun Kiat,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",,meeting,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152953,44722
2010-06-22,Council on Foreign Relations,Josh Kurlantizick,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding U.S./Thai relations,meeting,"Ms. McKew, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152954,44723
2010-06-16,"Senior Foreign Policy Advisor, Office of Sen. Harry Reid (D-NV)",Jessica Lewis,Sen. Harry Reid,Senate,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding U.S./Thai relations,email,"Mr. Kauders, ",N00009922,R000146,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,140110,44724
2010-06-22,"Foreign Policy Correspondent, New Republic",Joshua Kurlantzick,,,Kingdom of Thailand,Thailand,"Podesta Group, Inc.",regarding Thai politics,meeting,"Mr. Anderson, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,141310,44725
2010-01-11,"Gen., USAF and Country Team",Floyd Williams,,,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,meeting,"Mr. Kauders, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152955,44726
2010-01-11,"Hon., U.S. Ambassador to Egypt",Margaret Scobey,,,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,meeting,"Mr. Kauders, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,151714,44727
2010-01-27,"Legislative assistant, Office of Sen. Sam Brownback (KS)",Ariel Wolf,Sen. Samuel Brownback,Senate,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Ms. McKew, ",N00005244,B000953,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,139895,44728
2010-01-27,"Legislative assistant, Office of Sen. Sam Brownback (KS)",Kody Kness,Sen. Samuel Brownback,Senate,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Ms. McKew, ",N00005244,B000953,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,151822,44729
2010-04-07,with U.S. Rep. Steny Hoyer,Stacey Bernards,Rep. Steny Hoyer,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00001821,H000874,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152956,44730
2010-04-07,"Scheduler, Office of House Majority Leader Steny Hoyer (MD)",Simone LiTrenta,Rep. Steny Hoyer,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00001821,H000874,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,147742,44731
2010-03-30,House Foreign Affairs Committee,Daniel Harsh,,,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",to discuss issues related to the endowment fund for Egypt,meeting,"Ms. Lawrence, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152957,44732
2010-03-29,House Foreign Affairs Committee,Daniel Harsh,,,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",to discuss Congressional issues relating to Egypt,other,"Ms. Lawrence, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152957,44733
2010-03-23,Office of Rep. Eshoo,Mieke Eoyang,Rep. Anna Eshoo,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,other,"Mr. Kauders, ",N00007335,E000215,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,150685,44734
2010-03-23,with U.S. Rep. John Larson,Marvene Resendez,Rep. John Larson,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00000575,L000557,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152958,44735
2010-03-23,Legislative Assistant,Jenna Moran,Rep. Mike Thompson,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00007419,T000460,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,151504,44736
2010-03-22,Legislative Assistant,Jenna Moran,Rep. Mike Thompson,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00007419,T000460,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,151504,44737
2010-03-22,"Chief of Staff, Rep. Bill Pascrell Jr. (D-NJ)",Ben Rich,Rep. Bill Pascrell,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00000751,P000096,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,140587,44738
2010-03-22,"Chief of Staff, Office of Rep. John Larson (D-CT)",Amy O'Donnell,Rep. John Larson,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding U.S./Egyptian relations,email,"Mr. Kauders, ",N00000575,L000557,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,139982,44739
2010-03-17,Scheduler,Liza Bruno,Sen. Jeanne Shaheen,Senate,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding an invitation for dinner at the Egyptian Embassy,other,"Mr. Podesta, ",N00024790,S001181,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,151555,44740
2010-03-17,House Foreign Affairs Committee,Daniel Harsh,,,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",to discuss Congressional issues relating to Egypt,other,"Ms. Lawrence, ",,,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152957,44741
2010-03-15,with Rep. Mike Capuano,Robert Primus,Rep. Michael Capuano,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",regarding an invitation for dinner at the Egyptian Embassy,other,"Mr. Podesta, ",N00000267,C001037,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152959,44742
2010-03-15,with Rep. John Tierney,Michael Ferrari,Rep. John Tierney,House,Government of the Arab Republic of Egypt,Egypt,"Podesta Group, Inc.",to follow up on a dinner invitation to the Ambassador's Residence,email,"Ms. Lawrence, ",N00000226,T000266,http://www.fara.gov/docs/5926-Supplemental-Statement-20100729-3.pdf,152960,44743
